id,title,vote_average,overview,revenue,release_date
37430,Conan the Barbarian,5.3,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan (Jason Momoa) realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",63523283,2011-08-17
60307,Diary of a Wimpy Kid: Rodrick Rules,6.5,"Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks.",72526996,2011-03-25
74018,A Cinderella Story: Once Upon a Song,6.4,"In this modern telling of the classic tale, aspiring singer Katie Gibbs falls for the new boy at her performing arts high school. But Katie's wicked stepmother and stepsister are scheming to crush her dream before she can sing her way into his heart.",0,2011-09-05
45610,Machine Gun Preacher,6.7,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",2527904,2011-09-23
50348,The Lincoln Lawyer,7.2,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,85412898,2011-03-17
52449,Bad Teacher,5.5,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",216197492,2011-05-16
84228,Julia X,4.9,"Meeting a man on the Internet, Julia decides to see him in person, only to get abducted and branded with the letter ""x"" by that guy. A game of cat and mouse follows, but the story has an unexpected twist.",0,2011-09-24
43959,Soul Surfer,7.1,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",47088990,2011-04-08
52451,The Three Musketeers,5.8,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,132274484,2011-08-31
59860,Monte Carlo,6.5,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,39667665,2011-07-01
71689,Phineas and Ferb the Movie: Across the 2nd Dimension,6.8,"Perry's worst fear comes true when Phineas and Ferb finds out that he is in fact Secret Agent P, but that soon pales in comparison during a trip to the 2nd dimension where Perry finds out that Dr. Doofenshmirtz is truly evil and successful.",0,2011-08-05
50359,Hop,5.7,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",183953723,2011-03-30
80184,The Hidden Face,7.2,A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.,0,2011-09-16
59965,Abduction,5.9,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,82087155,2011-09-22
54540,Beverly Hills Chihuahua 2,5.8,"Puppy mayhem turns the lives of newlywed Chihuahua parents Papi and Chloe upside down when their rambunctious, mischievous puppies present one challenge after another. But when their human owners end up in trouble, the tiny pups will stop at nothing to save them - because in good times and hard times, the family always sticks together. So Papi, Chloe and the puppies embark on a heroic adventure, proving once again that big heroes come in small packages.",0,2011-02-01
74998,Seeking Justice,5.9,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",14089528,2011-09-02
59108,Tower Heist,6.0,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",152930623,2011-11-02
40805,The Green Hornet,5.5,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",227817248,2011-01-12
58224,Mr. Popper's Penguins,5.9,"Jim Carrey stars as Tom Popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down.",187361754,2011-06-17
71859,We Need to Talk About Kevin,7.6,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",10765283,2011-09-28
54897,The Grace Card,7.2,"Everything can change in an instant ... and take a lifetime to unravel. When Mac McDonald loses his son in an accident, the ensuing 17 years of bitterness and pain erodes his love for his family and leaves him angry with God ... and just about everyone else. Mac's rage stonewalls his career in the police department and makes for a combustible situation when he's partnered with Sam Wright, a rising star on the force who happens to be a part-time pastor and a loving family man. Can they somehow join forces to help one another when it's impossible for either of them to look past their differences-especially the most obvious one? Every day, we have the opportunity to rebuild relationships and heal deep wounds by extending and receiving God's grace. Offer THE GRACE CARD ... and never underestimate the power of God's love.",2295733,2011-02-25
80518,Fullmetal Alchemist The Movie: The Sacred Star of Milos,6.6,"After a mysterious prisoner with only a few weeks left on his sentence breaks out of prison in Central City, the Elric brothers attempt to track him down. The search leads them to Table City in the southwestern country of Creta, where Alphonse rescues a young alchemist named Julia from the very man they are trying to capture. In the thick of the fight, they literally tumble into Julia's home turf, the slums of Milos Valley, and are embroiled in the grassroots rebellion of her people.",7401480,2011-07-02
74406,Queen: Days of Our Lives,8.1,"In 1971, four college students got together to form a rock band. Since then, that certain band called Queen have released 26 albums and sold over 300 million records worldwide. The popularity of Freddie Mercury, Brian May, Roger Taylor and John Deacon is stronger than ever 40 years on. But it was no bed of roses. No pleasure cruise. Queen had their share of kicks in the face, but they came through and this is how they did it, set against the backdrop of brilliant music and stunning live performances from every corner of the globe. In this film, for the first time, it is the band that tells their story. Featuring brand new interviews with the band and unseen archive footage (including their recently unearthed, first ever TV performance), it is a compelling story told with intelligence, wit, plenty of humor and painful honesty.",0,2011-05-29
37958,Immortals,5.9,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",226904017,2011-11-10
62838,New Year's Eve,5.9,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,142044638,2011-12-08
77949,The Awakening,6.4,1921 England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart (Hall) visits a boarding school to explain sightings of a child ghost.,209696,2011-08-17
37686,Super 8,6.7,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",260095986,2011-06-08
48138,Unknown,6.6,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",130786397,2011-02-16
68817,Footloose,6.6,"Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process.",63543328,2011-10-06
57431,The Sitter,5.5,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",34942188,2011-12-09
77495,Sleep Tight,7.0,"César, an unhappy concierge, maintains a peculiar relationship with the very diverse inhabitants of the upper-class apartment building where he works in Barcelona.",0,2011-10-14
74308,Detachment,7.5,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",1681521,2011-04-24
51052,Arthur Christmas,6.8,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning.",0,2011-11-10
50698,Grave Encounters,6.2,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,0,2011-09-09
69735,Batman: Year One,7.3,"When Bruce Wayne and James Gordon move to Gotham City, the idealistic Wayne declares war on the city’s criminals, swiftly becoming Batman in the process.",0,2011-10-18
38321,Priest,5.7,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",78309131,2011-05-05
60405,Sharpay's Fabulous Adventure,6.0,"After a talent scout spots her performing with her dog Boi at a charity gala, Sharpay Evans sets off for the bright lights of NYC, convinced instant fame and fortune are in the bag. But theatre's a dog-eat-dog world. Fortunately, Sharpay also meets Peyton, a handsome student filmmaker who finds Sharpay nearly as fascinating as she finds herself.",0,2011-04-19
71469,The Darkest Hour,5.2,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",64626786,2011-12-22
49021,Killer Elite,6.3,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",57777106,2011-09-22
59115,Quarantine 2: Terminal,5.7,A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.,0,2011-06-16
54445,S.W.A.T.: Firefight,5.6,"Los Angeles S.W.A.T. officer, Lt. Paul Cutler, is sent to train the Detroit S.W.A.T. team on new anti-terrorism and homeland security techniques. Cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead. Cutler begins to adjust to his new assignment, starting a budding romance with police psychologist Kim Byers along the way. Unexpectedly, a routine hostage call turns deadly, and a relentless ex-government agent named Walter Hatch vows revenge on Cutler and the entire S.W.A.T. team for killing the woman he loves. Cutler must use his considerable S.W.A.T. training and knowledge to save his teammates and defeat a trained killer.",0,2011-03-01
48988,Hall Pass,5.6,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",86157237,2011-02-25
60308,Moneyball,7.2,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",110206216,2011-09-22
64685,Extremely Loud & Incredibly Close,7.0,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",55247881,2011-12-24
67900,Scooby-Doo! Legend of the Phantosaur,7.3,"A relaxing spa getaway evolves into a prehistoric panic when Scooby-Doo and the gang uncover the horrible Phantosaur, an ancient legend come to life to protect hidden treasures buried in secret desert caves. But this scare-a-saurus doesn’t stand a chance with Shaggy around, after he finds his inner hero with the help of new-age hypnosis. Like, it makes him more brave and less hungry!",0,2011-09-06
50456,Hanna,6.6,"Raised by her father, an ex-CIA agent, in the wilds of Finland, Hanna's upbringing has been geared to making her the perfect assassin. Sent into the world by her father on a mission, Hanna journeys across Europe, eluding agents dispatched after her by a ruthless intelligence operative. As she nears her ultimate target, Hanna faces startling revelations about her existence.",63782078,2011-04-07
63207,Intruders,5.4,"Though no one can see him, Hollow Face lurks in the corners, desperately desiring love but only knowing how to spread fear and hate. He creeps into the life of John Farrow after Farrow’s beloved 13-year-old daughter Mia is assaulted in their home. The line between the real and the imaginary blurs as fissures start to open within the family unit. It seems that no security measure can keep Hollow Face out.",3012210,2011-09-12
207475,The Ouija Experiment,4.1,"Based on true events, five friends who fall prey to the evil entities of the Ouija board. As they set about filming their experimental session, what starts out as bit of fun, soon escalates into a terrifying series of events as paranoia and personal demons are revealed…. and recorded.",0,2011-05-05
38543,Ironclad,6.1,"In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.",5151023,2011-03-03
65055,Shark Night 3D,5.0,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,10126458,2011-09-02
38117,Beastly,6.3,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",43202283,2011-01-21
62206,30 Minutes or Less,5.7,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",40547440,2011-08-11
38317,Zookeeper,5.4,"Kindhearted Griffin Keyes is one of the best-loved caretakers at the Franklin Park Zoo, but since he is more comfortable with the animals than with females of his own species, his love life is lacking. When Griffin decides that the only way to get a girlfriend is to find a more-glamorous career, the animals panic. To keep him from leaving, they reveal their secret ability to talk and offer to teach him the rules of courtship, animal-style.",169852759,2011-07-06
58151,Fright Night,6.1,"A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician in this remake of the 1985 comedy-horror classic.",41002607,2011-08-18
70578,Trespass,5.5,"Kyle and Sarah Miller have it all: a huge gated house on the water, fancy cars, and the potential for romance in their relationship. He's just back from a business trip and their teen daughter Avery is sneaking out to a party, when four thugs in security uniforms and ski masks stage a home invasion. They want what's in the safe: cash and diamonds. As Kyle stalls them, trying to negotiate for Sarah's freedom, the fault lines in Kyle and Sarah's marriage and the pasts of the four robbers come into play. Is there room here for heroism?",9612469,2011-10-13
88794,J. Edgar,6.2,"As the face of law enforcement in the United States for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career, and his life.",84606030,2011-11-09
90232,Humans vs Zombies,5.0,"Students on summer break are exposed to a deadly virus that is spread rapidly through direct human contact. The infected become enslaved by the invading ""swarm"" intelligence and driven by an insatiable appetite to consume human flesh. Returning home, the students spread the infection to their fellow classmates and other unsuspecting townspeople.",0,2011-11-11
65218,Lemonade Mouth,7.4,"The story follows five disparate high school students - Olivia, Mo, Charlie, Stella, and Wen who meet in detention. They realize they are destined to rock, and ultimately form a band that becomes a champion for students sidelined by the high school elite.",0,2011-12-06
91417,Dragons: Gift of the Night Fury,7.1,"The Viking town of Berk, now enjoying its new alliance with the dragons, is preparing for its annual winter holiday of Snoggletog. However, that spirit is threatened when all the dragons, except Toothless who needs Hiccup to help him, suddenly fly away for some reason. While Astrid ineffectually tries to salvage the occasion, Hiccup decides to build Toothless a new prosthetic to allow him to fly independently, only to have the dragon take off as well. However, as the holiday approaches, Hiccup finds himself swept up to learn the dragons' secret the hard way and to find a solution to bring them home early.",0,2011-11-15
38319,Your Highness,5.3,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",26121638,2011-04-08
79707,Children Who Chase Lost Voices,7.2,"The film centers on Asuna, a young girl who spends her solitary days listening to the mysterious music emanating from the crystal radio she received from her late father as a memento. One day while walking home she is attacked by a fearsome monster and saved mysterious boy named Shun. However, Shun disappears and Asuna embarks on a journey of adventure to the land of Agartha with her teacher Mr. Morisaki to meet a Shun again. Through her journey she comes to know the cruelty and beauty of the world, as well as loss.",0,2011-05-07
65599,The Woman,6.1,A lawyer puts his family in jeopardy when he captures the last member of a violent clan and tries to forcibly tame her.,0,2011-10-14
74135,Gantz: Perfect Answer,6.3,"Perfect Answer begins several months after the events of the first film. Kurono is still fighting aliens under the order of Gantz, a mysterious giant black orb, and he is close to reaching the score he needs to resurrect his friend Kato. Outside his night time missions, Kurono continues to live his normal life, spending time with his new girlfriend Tae. Meanwhile, young pop star Eriko  is being secretly ordered by Gantz to carry out assassinations, and cop Shigeta inches closer towards finding out the truth about the Gantz missions. As the missions begin to get increasingly dangerous for both the alien fighters and the general public, Kurono discovers that the endgame for Gantz is quickly approaching.",0,2011-04-23
100226,Neil Peart - Taking Center Stage: A Lifetime of Live Performance,0.0,"In Taking Center Stage: A Lifetime of Live Performance, Neil examines the details and challenges of performing in front of a live audience. Drawing from over 30 years of touring the world, Neil breaks down, demonstrates, and performs classic drum parts from songs spanning the entire Rush catalog, thereby giving the viewer the most in-depth insight into Neil s body of work ever documented. Filmed in various locations over the course of a year, Neil takes you on a behind-the- scenes look at Rush s 2010-11 Time Machine Tour. This includes rare and exclusive footage of Neil's personal pre-tour rehearsals and backstage events at a Rush concert (including a visit to the soundcheck, an unprecedented backstage interview, and Neil s warm-up routine). Neil then presents (in an interview setting with Hudson s Joe Bergamini) a detailed look at every single song in the Time Machine set list (which includes the entire Moving Pictures album).",0,2011-10-12
166268,Toriko 3D Movie: Kaimaku! Gourmet Adventure!!,5.6,"Teran Plains' village was attacked by a giant starving Gerold, and the village's youngster, Peck, sought Toriko for help. But lying ahead in wait is something much more ferocious and hideous than just a Gerold.",0,2011-03-19
58231,Mardi Gras : Spring Break,5.0,"For three college guys, it’s senior year and the co-ed experience has left them high and dry. Their solution: A road trip to Mardi Gras, where beautiful babes are happy to lift their shirts and open containers are always welcome. But after dressing in drag, breaking into Carmen Electra’s hotel room, starring in a scandalous sex show and accidentally exploding a feces bomb in a swank hotel lobby, will the Mardi Gras magic kick in and their wildest fantasies come true?",0,2011-09-23
50357,Apollo 18,5.2,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.",25562924,2011-07-20
73530,Mardock Scramble: The Second Combustion,6.6,"Second film of the Mardock Scramble series. Balot and a severely injured Oeufcoque seem to be at the mercy of an obsessed Boiled. Dr. Easter comes to the rescue and the group escapes to ""Paradise"" where many secrets of Mardock lie and where Balot will need to come to a decision herself about what she will and can do.",0,2011-09-03
38050,The Adjustment Bureau,6.7,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",127869379,2011-03-03
63492,What's Your Number?,6.5,"Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",30426096,2011-09-30
50838,Wrecked,5.3,"A man awakens in a car wreck at the bottom of a steep cliff. He can't remember who he is or how he got there, but a report over the radio fills in some of the blanks, as it describes a violent bank robbery and names a perpetrator who happens to be sitting dead in the back seat.",8020,2011-04-01
79516,TEKKEN: Blood Vengeance,6.8,"Set in the rich Tekken universe, Tekken: Blood Vengeance 3D follows Xiaoyu Ling, seasoned martial artist and high school student, tasked by the G Corporation to infiltrate an international school in Kyoto to gather information on the mysterious student Shin Kamiya. Before she can make any progress in the investigation, Shin is kidnapped by an unknown assailant. Digging deeper into Shin’s background in an attempt to rescue him, Xiaoyu learns about the frightening underbelly of the Mishima Zaibatsu. Jin Kazama, Kazuya Mishima… and the late Heihachi Mishima’s conspiracy that’s stained with blood.",0,2011-07-26
75948,The Sorcerer and the White Snake,6.0,The Sorcerer and the White Snake is an ancient Chinese fable about a woman demon who falls in love with a mortal is brought to life through the latest advances in CGI and action techniques.,0,2011-09-27
81250,Geek Charming,6.6,"Dylan Schoenfield is the pink princess of the upscale Los Angeles Woodlands Academy. She has the coolest boyfriend, the most popular friends, and a brand-new it bag that everyone covets. But when she accidentally tosses her Serge Sanchez bag into a fountain, this princess comes face-to-face with her own personal frog, self-professed film geek Josh Rosen. In return for rescuing Dylan's bag, Josh convinces Dylan to let him film her for his documentary on high school popularity. Reluctantly, Dylan lets F-list Josh into her A-list world, and is shocked to realize that sometimes nerds can be pretty cool. But when Dylan's so-called prince charming of a boyfriend dumps her flat, her life and her social status comes to a crashing halt. Can Dylan win the Woodlands Academy Fall Formal Blossom Queen crown? Can Josh win the Woodlands Academy 10th Annual Film Festival? Can Dylan, with Josh's help, pull the pieces together to create her own happily-ever-after?",0,2011-11-11
74513,Special Forces,6.7,"Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.",3424648,2011-11-02
58428,The Innkeepers,5.4,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",78396,2011-08-18
65851,Jackass 3.5,6.2,"Jackass 3.5 is a 2011 sequel to Jackass 3D, composed of unused footage shot during the filming of Jackass 3D and interviews from cast and crew",0,2011-05-12
50725,Take Me Home Tonight,6.0,"Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.",6928068,2011-03-04
79113,A Princess for Christmas,7.0,"After her sister and brother-in-law's tragic death, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",0,2011-12-03
74465,We Bought a Zoo,6.7,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",120081841,2011-12-08
196242,Much Ado About Nothing,8.4,"David Tennant and Catherine Tate appear together on stage for the first time in William Shakespeare’s timeless comedy Much Ado About Nothing.  Two young lovers, Claudio and Hero, are to be married imminently but the devious scheming of a resentful Prince looks set to thwart the nuptials.  Meanwhile, marriage seems inconceivable for reluctant lovers Beatrice and Benedick whose endless witty sparring threatens to keep them apart forever.  Directed by Josie Rourke, Artistic Director of the Donmar Warehouse, Much Ado About Nothing is one of Shakespeare’s great plays and reminds us all of the failings and triumphs of the human condition in our never ending search for perfect love.",0,2011-05-16
76122,Marvel One-Shot: The Consultant,6.5,"Agent Coulson informs Agent Sitwell that the World Security Council wishes Emil Blonsky to be released from prison to join the Avengers Initiative. As Nick Fury doesn't want to release Blonsky, the two agents decide to send a patsy to sabotage the meeting...",0,2011-09-13
57061,Costa Chica: Confession of an Exorcist,0.0,"Michael San Chica is an ex-priest. He is also an investigator documenting true events of demonic possession. When Michael comes to the rescue of the newly possessed Tatiana McMurter, daughter of a Baptist minister, he discovers that he has encountered this demon before… A demon he vowed to track down and send back to hell. Because this time it’s not business… it’s personal.",0,2011-01-18
72391,Marley & Me: The Puppy Years,5.6,"Fall into puppy love with “the world’s worst dog”, who now has a frisky voice and an attitude to match. Join Marley for his mischievous puppy years, as he and his summer pal, Bodie Grogan, wreak havoc on a neighborhood dog contest. Marley outwits Dobermans, Shepherds and Collies, while stealing hearts in his own unique and lovable way. Get your paws on MARLEY &amp; ME: THE PUPPY YEARS and fetch big laughs for the whole family!",0,2011-06-01
111970,Eliminate: Archie Cookson,2.0,"A burnt-out British spy becomes the recipient of tapes implicating senior MI-6 officers in some light treason. Before he even knows what he has, most of his office has already been killed.",0,2011-03-13
51162,Winnie the Pooh,6.9,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Owl convinces Pooh, Tigger, Rabbit, Piglet, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to rescue him.",14460000,2011-04-13
60803,The Suite Life Movie,6.2,"Cody and Zack are approached to join the Gemini Project, a high-tech research center studying the dynamics between twins. Shockingly, they find themselves interconnected in a whole new way! When one twin experiences something, the other twin feels it too. This newfound revelation helps them see eye to eye for the first time, and it puts them in more danger than they could have imagined.",0,2011-03-25
50671,The Resident,5.7,"Juliet, a beautiful doctor, has found the perfect New York apartment to start a new life after separating from her husband. It's got spacious rooms, a spectacular view, and a handy, handsome landlord. But there are secrets behind every wall and terror in every room as Juliet gets the unnerving feeling that she is not alone.",0,2011-02-10
79379,Book of Dragons,6.5,"So you want to be a dragon trainer do you? Prepare yourself for adventure, excitement and training as Hiccup, Astrid, Toothless and Gobber tell the legend behind the Book of Dragons and reveal insider training secrets about new, never-before-seen dragons.",0,2011-11-15
54597,Blood Out,5.4,"When big city detectives refuse to further investigate his kid brother's gang related murder, small town Sheriff Michael Spencer drops the badge and goes undercover to find his brother's killer and avenge his death.",0,2011-04-25
73499,The Double,5.8,"The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",3696232,2011-10-27
69668,Dream House,6.1,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",38502340,2011-09-29
176812,The Walking Dead Girls,4.7,"The Walking Dead Girls is a behind-the-scenes look into zombie culture in the United States and the obsession into """"Sexy Female Zombies"""". What is it about Zombie Bimbos or """"Zimbies"""" that are starting to gain the worlds interest? Why are zombies now in mainstream culture and seen in advertising from JCPenny and Sears? With interviews with zombie master maker George Romero and cult movie star Bruce Campbell from ZomBcon 2010 and so much more. """"The Walking Dead Girls"""" is a sexy look into the zombie phenomenon created by George Romero that is 40 years in the making",0,2011-03-22
75736,Catch.44,5.1,"The lives of three female assassins take a sudden turn when their charming boss lures them into one last job. They soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.",0,2011-12-08
57586,African Cats,7.4,"African Cats captures the real-life love, humor and determination of the majestic kings of the savanna. The story features Mara, an endearing lion cub who strives to grow up with her mother’s strength, spirit and wisdom; Sita, a fearless cheetah and single mother of five mischievous newborns; and Fang, a proud leader of the pride who must defend his family from a once banished lion.",30857747,2011-04-22
70584,Hellraiser: Revelations,3.8,"Two friends in Mexico discover the Lament Configuration and unleash Pinhead, but one decides to try to survive by swapping himself with someone else. Once they go missing, family members go in search of them, but find Pinhead instead.",0,2011-10-18
59436,Midnight in Paris,7.5,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,151119219,2011-05-11
